playlist_name,artist_name,track_name,url,danceability,energy,loudness,valence,tempo,lyrics
Christmas Classics,Elvis Presley,Blue Christmas,https://open.spotify.com/track/3QiAAp20rPC3dcAtKtMaqQ,0.465,0.27,-16.661,0.58,94.519,"

[Verse 1]
I'll have a Blue Christmas without you
(Ooh ooh ooh ooh)
I'll be so blue just thinking about you
(Ooh ooh ooh ooh)
Decorations of red on a green Christmas tree
(Ahh ahh)
Won't be the same dear if you're not here with me
(Ooh)

[Verse 2]
And when those blue snowflakes start fallin'
(Ooh ooh ooh ooh)
That's when those blue memories start callin'
(Ooh ooh ooh ooh)
You'll be doin' all right with your Christmas of white
(Ahh ahh)
But I'll have a blue blue blue blue Christmas

[Bridge]
(Oooooaaaooooh
Oooooaaaooooh)

[Outro]
You'll be doin' all right with your Christmas of white
(Ahh ahh)
But I'll have a blue blue blue blue Christmas
(Ooh ooh ooh ooh)

"
Christmas Classics,Irving Berlin,White Christmas,https://open.spotify.com/track/3g1zzHEMoOyRSCKx41IwQm,0.32,0.304,-8.688,0.2,96.239,"

[Intro]
The sun is shining the grass is green
The orange and palm trees sway
There's never been such a day
In Beverly Hills L.A
But it's December the twenty-fourth
And I am longing to be up North

[Verse 1]
I'm dreaming of a white Christmas
Just like the ones I used to know
Where the treetops glisten and children listen
To hear sleigh bells in the snow

[Verse 2]
I'm dreaming of a white Christmas
With every Christmas card I write
May your days be merry and bright
And may all your Christmases be white

[Verse 3]
I'm dreaming of a white Christmas
Just like the ones I used to know
Where the treetops glisten and children listen
To hear sleigh bells in the snow

[Verse 4]
I'm dreaming of a white Christmas
With every Christmas card I write
May your days be merry and bright
And may all your Christmases be white

[Outro]
May your days be merry and bright
And may all your Christmases be white
And may all your Christmases be white (All your Christmases be white)
And may all your Christmases be white (All your Christmases be white)
And may all your Christmases be
(All your Christmases be white)
(All your Christmases be white)

"
Christmas Classics,Gene Autry,Here Comes Santa Claus (Right Down Santa Claus Lane),https://open.spotify.com/track/25leEEaz1gIpp7o21Fqyjo,0.834,0.372,-11.99,0.976,96.628,"

Here comes Santa Claus
Here comes Santa Claus
Right down Santa Claus Lane
Vixen and Blitzen and all his reindeer
Pullin' on the reins
Bells are ringin' children singin'
All is merry and bright
So hang your stockings and say your prayers
'Cause Santa Claus comes tonight
Here comes Santa Claus
Here comes Santa Claus
Right down Santa Claus Lane
He's got a bag that's filled with toys
For boys and girls again
Hear those sleigh bells jingle jangle
Oh what a beautiful sight
So jump in bed and cover your head
'Cause Santa Claus comes tonight
Here comes Santa Claus
Here comes Santa Claus
Right down Santa Claus Lane
He doesn't care if you're rich or poor
He loves you just the same
Santa Claus knows we're all Gods children
That makes everything right
So fill your hearts with Christmas cheer
'Cause Santa Claus comes tonight
Here comes Santa Claus
Here comes Santa Claus
Right down Santa Claus Lane
He'll come around when the chimes ring out
That it's Christmas morn again
Peace on earth will come to all
If we just follow the light
So let's give thanks to the Lord above
'Cause Santa Claus comes tonight
Here comes Santa Claus
Here comes Santa Claus
Right down Santa Claus Lane
Vixen and Blitzen and all his reindeer
Pullin' on the reins
Bells are ringin' children singin'
All is merry and bright
Hang your stockings and say your prayers
'Cause Santa Claus comes tonight

"
Christmas Classics,Thurl Ravenscroft,"You're A Mean One, Mr. Grinch",https://open.spotify.com/track/6TnjaL02usP9dwCGzdk5GS,0.517,0.484,-10.93,0.42,141.914,"

[Verse 1]
You're a mean one Mr. Grinch
You really are a heel
You're as cuddly as a cactus
You're as charming as an eel Mr. Grinch
You're a bad banana
With a greasy black peel

[Verse 2]
You're a monster Mr. Grinch
Your heart's an empty hole
Your brain is full of spiders
You've got garlic in your soul Mr. Grinch
I wouldn't touch you
With a thirty-nine-and-a-half foot pole

[Verse 3]
You're a vile one Mr. Grinch
You have termites in your smile
You have all the tender sweetness
Of a seasick crocodile Mr. Grinch
Given the choice between the two of you
I'd take the seasick crocodile

[Verse 4]
You're a foul one Mr. Grinch
You're a nasty wasty skunk
Your heart is full of unwashed socks
Your soul is full of gunk Mr. Grinch
The three words that best describe you
Are as follows and I quote:
""Stink. Stank. Stunk.""

[Verse 5]
You're a rotter Mr. Grinch
You're the king of sinful sots
Your heart's a dead tomato splotched
With moldy purple spots Mr. Grinch
Your soul is an appalling dump heap
Overflowing with the most disgraceful assortment
Of deplorable rubbish imaginable
Mangled up in tangled-up knots

[Verse 6]
You nauseate me Mr. Grinch
With a nauseous super-naus
You're a crooked jerky jockey
And you drive a crooked hoss Mr. Grinch
You're a three-decker sauerkraut and toadstool sandwich
With arsenic sauce

"
Christmas Classics,Nat King Cole,The Christmas Song (Merry Christmas To You),https://open.spotify.com/track/1l2CvcIAL1MtPbtZhh0Z77,0.359,0.15,-15.745,0.204,139.208,"

Chestnuts roasting on an open fire
Jack frost nipping at your nose
Yuletide carols being sung by a choir
And folks dressed up like eskimos

Everybody knows a turkey and some mistletoe
Help to make the season bright
Tiny tots with their eyes all aglow
Will find it hard to sleep tonight

They know that santa's on his way -
He's loaded lots of toys and goodies on his sleigh
And ev'rymother's child is gonna spy
To see if reindeer really know how to fly

And so i'm offering this simple phrase
To kids from one to ninety-two
Although its been said many times
Many ways: ""merry christmas to you""

[Repeat from 9th line]

"
Christmas Classics,Dean Martin,Silver Bells,https://open.spotify.com/track/1Ve7ZUIGhOJNNoxIxDfYKS,0.335,0.32,-12.184,0.488,97.377,"

City sidewalks busy sidewalks dressed in holiday style
In the air there's a feeling of Christmas
Children laughing people passing meeting smile after smile
And on every street corner you hear

Silver bells silver bells
It's Christmastime in the city
Ring-a-ling hear them ring
Soon it'll be Christmas Day

(Strings of street lights even stop lights blink a bright red and green)
As the shoppers rush home with their treasures
(Hear the snow crush see the kids bunch this is Santa's big scene)
And above all this bustle you hear

Silver bells silver bells
It's Christmastime in the city
(Silver bells silver bells silver silver bells...)

"
Christmas Classics,Burl Ives,Rudolph The Red Nosed Reindeer,https://open.spotify.com/track/7hzZESy7YRonXwgiV62hX2,0.655,0.272,-13.148,0.8,152.791,"

You know Dasher and Dancer and Prancer and Vixen
Comet and Cupid and Donner and Blitzen
But do you recall the most famous reindeer of all
Rudolph the Red-Nosed Reindeer
Had a very shiny nose
And if you ever saw it
You would even say it glows
All of the other reindeer
Used to laugh and call him names
They never let poor Rudolph
Join in any reindeer games
Then one foggy Christmas Eve
Santa came to say
Rudolph with your nose so bright
Won't you guide my sleigh tonight
Then how the reindeer loved him
As they shouted out with glee
Rudolph the Red-Nosed Reindeer
You'll go down in history
(Repeat)

"
Christmas Classics,Nat King Cole,Joy To The World,https://open.spotify.com/track/5jjsm4Jjq8xjDaue3rW9Go,0.581,0.312,-12.938,0.536,102.107,"

Joy to the world
The Lord is come
Let earth receive her King
Let every heart prepare him room
And heaven and nature sing
And heaven and nature sing
And heaven and heaven and nature sing

Joy to the earth
The Saviour reigns
Let men their songs employ
While fields and floods
Rocks hills and plains
Repeat the sounding joy
Repeat the sounding joy
Repeat repeat the sounding joy

He rules the earth
With truth and grace
And makes the nations prove
The glories of his righteousnes
And wonders of his love
And wonders of his love
And wonders and wonders of his love

"
Christmas Classics,Frank Sinatra,The First Noel,https://open.spotify.com/track/64GQt4msp0mFJ6KuXbDgSs,0.265,0.136,-16.64,0.108,85.581,"

The First Noel the angels did say
Was to certain poor shepherds in fields as they lay
In fields where they lay keeping their sheep
On a cold winter's night that was so deep
Noel Noel Noel Noel
Born is the King of Israel
They looked above and saw a star
Shining in the east beyond them far
And to the earth it gave great light
And so it continued both day and night
Noel Noel Noel Noel
Born is the King of Israel

"
Christmas Classics,Chuck Berry,Run Rudolph Run,https://open.spotify.com/track/30WHma5z5Sty54jbtoxYEy,0.679,0.622,-12.837,0.961,152.027,"

Out of all the reindeers you know you're the mastermind
Run run Rudolph Randalph ain't too far behind
Run run Rudolph Santa's got to make it to town
Santa make him hurry tell him he can take the freeway down
Run run Rudolph cause I'm reeling like a merry-go-round

Said Santa to a boy ""Child what have you been longing for?""
""All I want for Christmas is a Rock and Roll electric guitar""
And then away went Rudolph whizzing like a shooting star

Run run Rudolph Santa has to make it to town
Santa make him hurry tell him he can take the freeway down
Run run Rudolph reeling like a merry-go-round

Run run Rudolph Santa's got to make it to town
Santa make him hurry tell him he can take the freeway down
Run run Rudolph I'm reeling like a merry-go-round

Said Santa to a girl ""Child what would please you most to get?""
""A little baby doll that can cry sleep drink and wet""
And then away went Rudolph whizzing like a Saber jet

Run run Rudolph Santa's got to make it to town
Santa make him hurry tell him he can take the freeway down
Run run Rudolph I'm reeling like a merry-go-round

"
Christmas Classics,Bing Crosby,The Little Drummer Boy,https://open.spotify.com/track/0buQG2GvJzuZ0TZZAcWcuM,0.634,0.167,-14.457,0.523,112.806,"

Come they told me (pa-rum-pa-pum-pum)
A newborn king to see (pa-rum-pa-pum-pum)
Our finest gifts we bring (pa-rum-pa-pum-pum)
To lay before the king (pa-rum-pa-pum-pum)
(Rum-pa-pum-pum)
(Rum-pa-pum-pum)
So to honor Him (pa-rum-pa-pum-pum)
When we come

Baby Jesu (pa-rum-pa-pum-pum)
I am a poor boy too (pa-rum-pa-pum-pum)
I have no gifts to bring (pa-rum-pa-pum-pum)
That's fit to give a king (pa-rum-pa-pum-pum)
(Rum-pa-pum-pum)
(Rum-pa-pum-pum)
Shall I play for you (pa-rum-pa-pum-pum)
On my drum?

Mary nodded (pa-rum-pa-pum-pum)
The ox and lass kept time (pa-rum-pa-pum-pum)
I played my drum for Him (pa-rum-pa-pum-pum)
I played my best for Him (pa-rum-pa-pum-pum)
(Rum-pa-pum-pum)
(Rum-pa-pum-pum)
Then He smiled at me (pa-rum-pa-pum-pum)
Me and my drum
Me and my drum

"
Christmas Classics,Jimmy Durante,Frosty the Snowman,https://open.spotify.com/track/3RflAQ6ffKiJWSsI5wOuW8,0.46,0.752,-4.624,0.716,120.64,"

Come a little closer children I've got a story to tell
(oh gee)
It's about a man you've heard of and I knew him well
(How well?)

He was born on a cold winter's morning
And went on to gain great fame
But may I begin my story
And refer to him by name?
(Please do)

Frosty the snowman was a jolly happy soul (ooooh)
With a corn cob pipe and a button nose
And two eyes made out of coal
Frosty the snowman made the children smile they say
And were they surprised when he rolled his eyes
And he came to life that day!

There must of been some magic
In that ol' silk cap they found
For when they placed it on his head
He began to dance around

Frosty the snowman was alive as he could be
And the children say he could laugh and play
Just the same as you and me

With a corncob pipe and a button nose and two eyes made out of coal!
Were they surprised when he rolled his eyes and he came to life that day!

(But Uncle Jimmy you didn't finish your story.)
I know I just paused to catch my breath
(What happened to frosty when he came to life that day?)
Well he got in a lot of trouble you see?

Frosty the snowman knew the sun was hot that day
So he said let's run and we'll have some fun before I melt away
(Where'd he go?)
Down to the village with a broomstick in his hand
Runnin' here and there and around the square
Sayin' ""Catch me if you can""

He led them down the streets of town
Right to the traffic cop
And he only paused a moment when he heard him holler ""Stop!""

Frosty the snowman had to hurry on his way
But he waved goodbye sayin' don't you cry
I'll be back again someday!

Thumpety thump thump
Thumpety thump thump
Look at that Frosty go
Thumpety thump thump
Thumpety thump thump
Over the hills of snow

"
Christmas Classics,Bing Crosby,Mele Kalikimaka - Single Version,https://open.spotify.com/track/20emy72iC2fMojujwCI6MN,0.518,0.213,-10.736,0.611,203.852,"

(Bing Crosby)
Mele Kalikimaka is the thing to say
On a bright Hawaiian Christmas Day
That's the island greeting that we send to you
From the land where palm trees sway
Here we know that Christmas will be green and bright
The sun to shine by day and all the stars at night
Mele Kalikimaka is Hawaii's way to say Merry Christmas to you

(The Andrew Sisters)
Mele Kalikimaka is the thing to say
On a bright Hawaiian Christmas day
That's the island greeting that we send to you
From the land where palm trees sway
Here we know that Christmas will be green and bright
The sun to shine by day and all the stars at night
Mele Kalikimaka is Hawaii's way to say Merry Christmas to you

(both)
Here we know that Christmas will be green and bright
The sun to shine by day and all the stars at night
Mele Kalikimaka is Hawaii's way
To say Merry Christmas to you

Mele Kalikimaka is the thing to say
On a bright Hawaiian Christmas Day
That's the island greeting that we send to you
From the land where palm trees sway
Here we know that Christmas will be green and bright
The sun to shine by day and all the stars at night
Mele Kalikimaka is Hawaii's way
To say Merry Christmas
A very Merry Christmas
A very-very Merry-Merry Christmas to you

"
Christmas Classics,Andy Williams,Sleigh Ride,https://open.spotify.com/track/5ymVfeMK8cDew5vzntTuc7,0.571,0.634,-9.155,0.805,109.575,"

Just hear those sleigh bells jingle-ing
Ring ting tingle-ing too
Come on it's lovely weather
For a sleigh ride together with you

Outside the snow is falling
And friends are calling ""You Hoo""
Come on it's lovely weather
For a sleigh ride together with you

Giddy-yap giddy-yap giddy-yap let's go
Let's look at the snow
We're riding in a wonderland of snow
Giddy-yap giddy-yap giddy-yap it's grand
Just holding your hand
We're gliding along with the song of a wintry fairy land

Our cheeks are nice and rosy and comfy cozy are we
We're snuggled up together like two birds of a feather would be
Let's take the road before us and sing a chorus or two
Come on it's lovely weather for a sleigh ride together with you

There's a birthday party at the home of Farmer Gray
It'll be the perfect ending of a perfect day
We'll be singing the songs we love to sing without a single stop
At the fireplace while we watch the chestnuts pop
Pop! Pop! Pop!

There's a happy feeling nothing in the world can buy
When they pass around the coffee and the pumpkin pie
It'll nearly be like a picture print by Currier and Ives
These wonderful things are the things we remember all through our lives

Just hear those sleigh bells jingle-ing
Ring ting tingle-ing too
Come on it's lovely weather
For a sleigh ride together with you
Let's take the road before us and sing a chorus or two
Come on it's lovely weather for a sleigh ride together with you

"
Christmas Classics,Frank Sinatra,Mistletoe And Holly,https://open.spotify.com/track/53cumdNGYE6NFmGL0zHvx7,0.621,0.147,-11.111,0.346,110.62,"

Oh by gosh by golly
It's time for mistletoe and holly
Tasty pheasants Christmas presents
Countrysides covered with snow
Oh by gosh by jingle
It's time for carols and Kris Kringle
Overeating merry greetings
From relatives you don't know
Then comes that big night
Giving the tree the trim
You'll hear voices by starlight
Singing a Yuletide hymn
Oh by gosh by golly
It's time for mistletoe and holly
Fancy ties an' granny's pies
An' folks stealin' a kiss or two
As they whisper ""Merry Christmas"" to you
Then comes that big night
Giving the tree the trim
You'll hear voices by starlight
Singing a Yuletide hymn
Oh by gosh by golly
It's time for mistletoe and holly
Fancy ties an' granny's pies
An' folks stealin' a kiss or two
As they whisper ""Merry Christmas"" to you

"
Christmas Classics,Carpenters,Silent Night,https://open.spotify.com/track/0i7lZhEMEheehKyCtBJIIL,0.125,0.174,-16.878,0.123,89.095,"

Silent night holy night
All is calm all is bright
Round yon virgin mother and child
Holy infant so tender and mild
Sleep in heavenly peace
Sleep in heavenly peace

Silent night holy night
Shepherd quake at the sight
Glorious dream from heaven afar
Heavenly hosts sing alleluia
Christ the saviour is born
Christ the saviour is born

Silent night holy night
Son of god love's pure light
Radiant beams from thy holy face
With the dawn of redeeming grace
Jesus lord at thy birth
Jesus lord at thy birth

"
Christmas Classics,Kay Starr,(Everybody's Waitin' For) The Man With The Bag - Remastered 1996,https://open.spotify.com/track/7azp0ySqPkkXHi9M9aeg3T,0.672,0.355,-7.645,0.79,141.487,"

Old Mr.Kringle is soon gonna jingle
The bells that'll tinkle all your troubles away
Ev'rybody's waitin' for the man with the bag
'Cause Christmas is comin' again

He's got a sleighful it's not gonna stay full
He's got stuff to drop at ev'ry stop of the way
Ev'rybody's waitin' for the man with the bag
'Cause Christmas is comin' again

He'll be here with the answers to the prayers
That you've made through the year
You'll get yours if you've done ev'rything you should
Extra special good

He'll make this December the one you'll remember
The best and the merriest you ever did have
Ev'rybody's waitin' for the man with the bag
Christmas is here again

Old Mr. Kringle is soon gonna jingle
All the bells that'll tinkle all your troubles a way
Ev'rybody's waitin' for the man with the bag
Christmas is here again

He's got a sleighful and it's not gonna stay full
Got stuff that he's droppin' ev'ry stop of the way
Ev'rybody's waitin' for the man with the bag
Christmas is here again

He'll be here with the answer to the prayers
That you've made through the year
You'll get yours if you've done ev'rything you should
Extra special good

He'll make this December the one you'll remember
The best and the merriest you ever did have
Ev'rybody's waitin' they're all congregatin'
Waitin' for the man with the bag

Better watch out ma'am

"
Christmas Classics,Perry Como,"Medley: Caroling, Caroling / The First Noel / Hark! The Herald Angels Sing / Silent Night",https://open.spotify.com/track/5D30yNI3b0HAuaBWAGOImI,0.148,0.134,-17.292,0.107,87.314,"

Caroling caroling now we go
Christmas bells are ringing
Caroling caroling thru the snow
Christmas bells are ringing
Joyous voices sweet and clear
Sing the sad of heart to cheer
Ding dong ding dong
Christmas bells are ringing!

Ding dong ding dong
Christmas bells are ringing!

The first noël the angels did say
Was to certain poor shepherds in fields as they lay;
In fields where they lay keeping their sheep
On a cold winter's night that was so deep
Noël noël noël noël

Born is the king of israel

Hark the herald angels sing ""glory to the newborn king
Peace on earth and mercy mild God and sinners reconciled
Joyful all ye nations rise join the triumph of the skies
With angelic host proclaim christ is born in bethlehem""
Hark the herald angels sing glory to the new-born king

Silent night holy night
All is calm all is bright
'round yon virgin mother an' child
Holy infant so tender an' mild
Sleep in heav'nly peace
Sleep in heav'nly peace

Silent night . . 
Holy night . . 

"
